ablation_name,image_path,expected_label,crop,part,router_status,router_confidence,router_crop,router_part,router_primary_crop,router_primary_part,bbox,bbox_area_ratio,roi_quality_status,semantic_roi_match,require_semantic_roi_match,roi_eligible,decision_policy,final_view,roi_evidence_status,requires_review,review_reasons,full_confidence_review_threshold,selected_detection_source,target_detection_found,target_roi_backend,target_prompt,target_detection_confidence,target_detection_source,grounding_dino_candidate_count,grounding_dino_status,grounding_dino_error,input_view,selected_view,diagnosis,confidence,ood_is_ood,ood_primary_score,full_diagnosis,full_confidence,full_ood_is_ood,roi_diagnosis,roi_confidence,roi_ood_is_ood,dual_view_disagreement,confidence_delta_roi_minus_full,latency_ms,status,target_id,dataset_key,adapter_root
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 1000.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.6021996140480042,apricot,fruit,plum,unknown,"[214.3144073486328, 206.5317840576172, 268.7886047363281, 260.8514709472656]",0.02504249615491295,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,fruit.,0.6021996140480042,grounding_dino,49,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999674558639526,False,-0.5728237628936768,kayısı_sağlıklı_meyve_800,0.9999674558639526,False,kayısı_sağlıklı_meyve_800,0.9929896593093872,False,False,-0.00697779655456543,7766.583797000067,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 53.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.6625396609306335,apricot,fruit,plum,unknown,"[14.671137809753418, 448.711181640625, 184.23550415039062, 598.0]",0.07055201752187823,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,fruit.,0.6625396609306335,grounding_dino,112,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999903440475464,False,-0.7187492847442627,kayısı_sağlıklı_meyve_800,0.9999903440475464,False,kayısı_sağlıklı_meyve_800,0.9864480495452881,False,False,-0.0135422945022583,348.40076599994063,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 532.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.5025123357772827,apricot,fruit,plum,unknown,"[0.0, 3.256499767303467, 503.7127685546875, 353.7137451171875]",0.8917447429543315,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,apricot fruits.,0.5025123357772827,grounding_dino,107,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9934671521186829,False,1.5101947784423828,kayısı_sağlıklı_meyve_800,0.9934671521186829,False,kayısı_sağlıklı_meyve_800,0.9988031387329102,False,False,0.005335986614227295,348.6963669998886,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 535.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.6817507743835449,apricot,fruit,plum,unknown,"[35.212974548339844, 192.3794708251953, 142.20867919921875, 283.9696350097656]",0.07896150253019783,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,apricot fruit.,0.6817507743835449,grounding_dino,86,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999722242355347,False,-0.5549401044845581,kayısı_sağlıklı_meyve_800,0.9999722242355347,False,kayısı_sağlıklı_meyve_800,0.9928023219108582,False,False,-0.007169902324676514,349.773586000083,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 538.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.6996315717697144,apricot,fruit,plum,unknown,"[159.48016357421875, 97.8636245727539, 267.4757385253906, 219.04141235351562]",0.11770700542088912,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,apricot plant fruit.,0.6996315717697144,grounding_dino,22,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999189376831055,False,-0.20651325583457947,kayısı_sağlıklı_meyve_800,0.9999189376831055,False,kayısı_sağlıklı_meyve_800,0.9994648098945618,False,False,-0.00045412778854370117,346.28923800005396,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 540.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.5144269466400146,apricot,fruit,plum,unknown,"[0.016414403915405273, 0.037628173828125, 433.0, 265.5245361328125]",0.9217945962992266,roi_too_large,True,True,False,full_image_primary_with_roi_evidence,full_image,roi_too_large,False,,0.7,grounding_dino,True,router_then_grounding_dino,apricot plant fruit.,0.5144269466400146,grounding_dino,160,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999817609786987,False,-0.6457681655883789,kayısı_sağlıklı_meyve_800,0.9999817609786987,False,,,,False,,174.3561600000021,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 543.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.5349302887916565,apricot,fruit,plum,unknown,"[113.33187103271484, 86.59697723388672, 223.51852416992188, 202.64552307128906]",0.06888508666398993,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,a apricot fruit.,0.5349302887916565,grounding_dino,103,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999643564224243,False,-0.44311606884002686,kayısı_sağlıklı_meyve_800,0.9999643564224243,False,kayısı_sağlıklı_meyve_800,0.675336480140686,False,False,-0.3246278762817383,348.88592799995877,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 546.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.6323940753936768,apricot,fruit,plum,unknown,"[262.56439208984375, 257.0616760253906, 350.3754577636719, 348.9990234375]",0.04431882109948555,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,fruit.,0.6323940753936768,grounding_dino,90,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999169111251831,False,-0.15497934818267822,kayısı_sağlıklı_meyve_800,0.9999169111251831,False,kayısı_sağlıklı_meyve_800,0.9991925358772278,False,False,-0.0007243752479553223,352.2332439998763,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 549.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.5906932353973389,apricot,fruit,plum,unknown,"[87.21087646484375, 0.26523828506469727, 330.3515319824219, 346.3980712890625]",0.4772431379165065,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,supports_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,apricot plant fruit.,0.5906932353973389,grounding_dino,105,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.9999442100524902,False,-0.3566247820854187,kayısı_sağlıklı_meyve_800,0.9999442100524902,False,kayısı_sağlıklı_meyve_800,0.999981164932251,False,False,3.695487976074219e-05,355.3072389998988,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
dual_view_inference,/content/bitirmeprojesi/data/prepared_runtime_datasets/apricot__fruit/test/kayısı_sağlıklı_meyve_800/Kaysı Sağlıklı 551.JPG,kayısı_sağlıklı_meyve_800,apricot,fruit,ok,0.7005615234375,apricot,fruit,plum,unknown,"[136.56781005859375, 194.90232849121094, 233.24545288085938, 294.4736022949219]",0.0545072989827819,roi_ok,True,True,True,full_image_primary_with_roi_evidence,full_image,conflicts_with_full,False,,0.7,grounding_dino,True,router_then_grounding_dino,fruit.,0.7005615234375,grounding_dino,77,ok,,full_image,full_image,kayısı_sağlıklı_meyve_800,0.999663233757019,False,0.3370599150657654,kayısı_sağlıklı_meyve_800,0.999663233757019,False,kayısıda_şarka_virüsü_meyve_230,0.6729881167411804,False,True,-0.3266751170158386,347.89197500003866,success,apricot__fruit,apricot__fruit,/content/bitirmeprojesi/runs/apricot/fruit/apricot_fruit_2026-05-26_09-59-51/outputs/colab_notebook_training
